yearmakemodel,price,milerange,location,hotcar,pricediff,timeonmkt,pricechange,trim,transmission,engine,drivetrain,VIN,fueltype,exteriorcol,interiorcol,condition,odometer,mpg,bodytype,heatedseats,leather,sunmoomroof,powerseat,premiumwheels
2012 Lincoln MKZ Hybrid Base,$12099,33k Miles,Fontana CA,Hot Car,31%,297,-$1500,Base,Automatic,2.5L 4 Cylinders,FWD,3LNDL2L30CR831749,Hybrid,White Platinum Metallic Tri-Coat,Beige,Used,33016,41 city / 36 hwy,Sedan,True,False,True,False,False
2018 Nissan Sentra S,$11499,39k Miles,El Monte CA,?,2%,9,$0,S,Automatic,1.8L 4 Cylinders,FWD,3N1AB7AP5JY313574,Gasoline,Fresh Powder,Charcoal,Used,39397,29 city / 37 hwy,Sedan,False,False,False,False,False
2017 Nissan Versa 1.6 SV,$8099,44k Miles,Fontana CA,?,22%,156,-$700,1.6 SV,Automatic,1.6L 4 Cylinders,FWD,3N1CN7AP3HK450588,Gasoline,Cayenne Red,Charcoal,Used,44153,31 city / 39 hwy,Sedan,False,False,False,False,False
2018 Nissan Versa SV,$9899,31k Miles,Fontana CA,?,12%,52,$0,SV,Automatic,1.6L 4 Cylinders,FWD,3N1CN7APXJL879243,Gasoline,Gun Metallic,Charcoal,Used,30818,31 city / 39 hwy,Sedan,False,False,False,False,False
2018 Hyundai Elantra Value Edition,$13099,36k Miles,Fontana CA,?,5%,50,$0,Value Edition,Automatic,2.0L 4 Cylinders,FWD,5NPD84LF6JH349444,Gasoline,Quartz White Pearl,Black,Used,35831,28 city / 37 hwy,Sedan,True,False,True,False,False
2014 Kia Optima SX Turbo,$11099,70k Miles,Fontana CA,?,25%,101,-$400,SX Turbo,Automatic,2.0L 4 Cylinders,FWD,5XXGR4A65EG262519,Gasoline,Satin Metal,Black,Used,69509,20 city / 31 hwy,Sedan,False,True,False,False,False
2019 Toyota Corolla SE,$13099,71k Miles,Norco CA,?,12%,59,+$108,SE,Automatic,1.8L 4 Cylinders,FWD,5YFBURHE8KP868127,Gasoline,BLUE,BLACK,Used,71215,28 city / 35 hwy,Sedan,False,True,False,False,False
2017 Toyota RAV4 Hybrid XLE,$22099,39k Miles,Fontana CA,?,3%,60,$0,XLE,Automatic,2.5L 4 Cylinders,AWD,JTMRJREV7HD077286,Hybrid,Super White,Black,Used,39381,34 city / 30 hwy,Suv,False,True,True,False,False
2015 Kia Optima Hybrid Base,$10899,61k Miles,Fontana CA,?,11%,316,-$1400,Base,Automatic,2.4L 4 Cylinders,FWD,KNAGM4AD1F5077934,Hybrid,Aluminum Silver Metallic,Beige,Used,60874,36 city / 40 hwy,Sedan,False,False,False,False,False
2013 Mercedes-Benz E-Class E 350 BlueTEC Luxury,$12499,68k Miles,Fontana CA,Hot Car,25%,498,-$4100,E 350 BlueTEC Luxury,Automatic,3.0L 6 Cylinders,RWD,WDDHF2EBXDA690532,Diesel,Black,Black,Used,67896,22 city / 32 hwy,Sedan,False,True,True,False,False
2018 Ford C-MAX Hybrid SE,$14099,18k Miles,Norco CA,?,20%,156,-$700,SE,Automatic,2.0L 4 Cylinders,FWD,1FADP5AU4JL100555,Hybrid,Magnetic Metallic,Charcoal Black,Used,18225,42 city / 38 hwy,Wagon,False,False,False,False,False
2017 Chevrolet Volt LT,$13499,44k Miles,Norco CA,?,14%,23,$0,LT,Automatic,1.5L 4 Cylinders,FWD,1G1RC6S5XHU195287,Plug-in hybrid,Silver Ice Metallic,BLACK,Used,44040,43 city / 42 hwy,Hatchback,False,False,False,False,False
2017 Honda Accord Sport Special Edition,$17099,56k Miles,Norco CA,?,0%,5,$0,Sport Special Edition,Automatic,2.4L 4 Cylinders,FWD,1HGCR2F19HA025713,Gasoline,Crystal Black Pearl,Black,Used,55845,26 city / 34 hwy,Sedan,True,False,False,False,False
2018 Ford Edge SEL,$17099,50k Miles,Fontana CA,?,9%,93,-$300,SEL,Automatic,2.0L 4 Cylinders,AWD,2FMPK4J92JBB68005,Gasoline,Magnetic Metallic,Ebony,Used,49537,20 city / 27 hwy,Suv,False,False,False,False,False
2017 Toyota RAV4 XLE,$18799,31k Miles,Norco CA,?,9%,24,$0,XLE,Automatic,2.5L 4 Cylinders,AWD,2T3RFREV9HW684746,Gasoline,Black,BLACK,Used,31290,22 city / 28 hwy,Suv,False,True,False,False,False
2017 FIAT 500e Base,$7599,29k Miles,Norco CA,?,3%,247,-$1000,Base,Automatic,0 Cylinders,FWD,3C3CFFGE9HT514111,Electric,Nero Puro (Straight Black),Black,Used,28807,121 city / 103 hwy,Hatchback,True,True,False,False,False
2017 Honda HR-V LX,$15299,28k Miles,Norco CA,?,10%,58,$0,LX,Automatic,1.8L 4 Cylinders,FWD,3CZRU5H31HM717047,Gasoline,White Orchid Pearl,GREY,Used,27832,28 city / 34 hwy,Wagon,False,False,False,False,False
2017 Honda HR-V LX,$16099,23k Miles,Norco CA,?,8%,58,$0,LX,Automatic,1.8L 4 Cylinders,AWD,3CZRU6H37HM734232,Gasoline,White Orchid Pearl,GREY,Used,23113,27 city / 31 hwy,Wagon,False,False,False,False,False
2018 Toyota Camry LE,$16799,31k Miles,Fontana CA,?,7%,58,$0,LE,Automatic,2.5L 4 Cylinders,FWD,4T1B11HK8JU116800,Gasoline,Predawn Gray Mica,Black,Used,31119,28 city / 39 hwy,Sedan,False,False,False,False,False
2017 Honda Ridgeline RTL-E,$28899,40k Miles,Fontana CA,?,7%,37,$0,RTL-E,Automatic,3.5L 6 Cylinders,AWD,5FPYK3F71HB029496,Gasoline,Modern Steel Metallic,Gray,Used,40397,18 city / 25 hwy,Pickup,True,False,False,False,False
2018 Nissan Rogue SV,$15599,25k Miles,Fontana CA,?,18%,58,$0,SV,Automatic,2.5L 4 Cylinders,FWD,5N1AT2MT6JC822860,Gasoline,Gun Metallic,Charcoal,Used,24531,26 city / 33 hwy,Wagon,True,False,True,False,False
2018 Hyundai Elantra Value Edition,$14099,27k Miles,El Monte CA,?,3%,22,$0,Value Edition,Automatic,2.0L 4 Cylinders,FWD,5NPD84LF3JH214406,Gasoline,Scarlet Red,Gray,Used,27423,28 city / 37 hwy,Sedan,False,True,False,False,False
2017 Hyundai Sonata Base,$13099,52k Miles,Norco CA,?,6%,10,$0,Base,Automatic,2.4L 4 Cylinders,FWD,5NPE24AF2HH543875,Gasoline,Phantom Black,Beige,Used,52424,25 city / 36 hwy,Sedan,False,False,False,False,False
2019 Toyota Sienna XLE 8-Passenger,$24099,27k Miles,Fontana CA,?,17%,4,$0,XLE 8-Passenger,Automatic,3.5L 6 Cylinders,FWD,5TDYZ3DC3KS976644,Gasoline,Midnight Black Metallic,Bisque,Used,26581,19 city / 27 hwy,Van,False,True,True,False,False
2015 Kia Optima LX,$12099,50k Miles,Fontana CA,?,3%,22,$0,LX,Automatic,2.4L 4 Cylinders,FWD,5XXGM4A7XFG463034,Gasoline,Titanium Silver,Black,Used,50306,23 city / 34 hwy,Sedan,False,False,False,False,False
2017 Subaru Forester 2.5i,$17099,11k Miles,Fontana CA,?,20%,156,-$1200,2.5i,Automatic,2.5L 4 Cylinders,AWD,JF2SJABC0HH526808,Gasoline,Crystal White Pearl,Gray,Used,11128,26 city / 32 hwy,Wagon,False,False,False,False,False
2012 Toyota Prius c One,$8099,71k Miles,Norco CA,?,24%,74,-$300,One,Automatic,1.5L 4 Cylinders,FWD,JTDKDTB3XC1518475,Hybrid,Moonglow,Gray,Used,70890,53 city / 46 hwy,Hatchback,False,False,False,False,False
2018 Hyundai Santa Fe SE,$18299,18k Miles,Fontana CA,?,23%,312,-$2100,SE,Automatic,3.3L 6 Cylinders,FWD,KM8SM4HFXJU277743,Gasoline,Monaco White,Gray,Used,17508,18 city / 25 hwy,Suv,False,False,False,False,False
2014 Toyota Tacoma Base,$13099,73k Miles,Santa Ana CA,Hot Car,18%,39,$0,Base,Automatic,2.7L 4 Cylinders,RWD,5TFNX4CN9EX040852,Gasoline,WHITE,GRAY,Used,73439,19 city / 24 hwy,Pickup,False,False,False,False,False
2013 BMW X6 xDrive35i,$21099,77k Miles,Santa Ana CA,Hot Car,13%,68,$0,xDrive35i,Automatic,3.0L 6 Cylinders,AWD,5UXFG2C5XDL787244,Gasoline,RED,BLACK,Used,76824,16 city / 23 hwy,Suv,False,True,True,False,False
2015 Kia Optima SX Turbo,$14999,39k Miles,Santa Ana CA,?,18%,12,-$200,SX Turbo,Automatic,2.0L 4 Cylinders,FWD,5XXGR4A65FG484995,Gasoline,Titanium Silver,Black,Used,38889,20 city / 31 hwy,Sedan,True,True,True,True,True
2017 Toyota Corolla LE,$15099,16k Miles,Santa Ana CA,Hot Car,0%,64,$0,LE,Automatic,1.8L 4 Cylinders,FWD,5YFBURHE0HP713421,Gasoline,SILVER,BLACK,Used,15935,28 city / 36 hwy,Sedan,False,False,False,False,False
2017 Toyota Corolla SE,$15099,18k Miles,Santa Ana CA,?,6%,64,$0,SE,Automatic,1.8L 4 Cylinders,FWD,5YFBURHE9HP641568,Gasoline,Barcelona Red Metallic,Black,Used,17887,28 city / 36 hwy,Sedan,False,True,False,False,False
2007 Nissan 350Z Touring,$9099,72k Miles,Santa Ana CA,Hot Car,28%,57,$0,Touring,Automatic,3.5L 6 Cylinders,RWD,JN1BZ36A87M654010,Gasoline,Magnetic Black Pearl,Frost,Used,71594,17 city / 23 hwy,Convertible,False,False,False,False,False
2016 Toyota Mirai Base,$11699,31k Miles,Santa Ana CA,?,26%,51,$0,Base,Automatic,0 Cylinders,FWD,JTDBVRBD9GA000212,Hydrogen fuel cell,Nautical Blue Metallic,Blue Black,Used,30692,?,Sedan,False,False,False,False,False
2017 Toyota RAV4 LE,$17099,36k Miles,Santa Ana CA,Hot Car,9%,58,$0,LE,Automatic,2.5L 4 Cylinders,FWD,JTMZFREV7HJ136226,Gasoline,Super White,Black,Used,35746,23 city / 30 hwy,Suv,False,False,False,False,False
2017 Hyundai Tucson Limited,$19099,34k Miles,Santa Ana CA,?,8%,39,$0,Limited,Automatic,1.6L 4 Cylinders,FWD,KM8J33A22HU375952,Gasoline,Coliseum Gray,Black,Used,33734,25 city / 30 hwy,Suv,False,True,False,False,False
2017 Ford Escape SE,$15299,27k Miles,Santa Ana CA,?,14%,43,$0,SE,Automatic,1.5L 4 Cylinders,FWD,1FMCU0GD5HUC79973,Gasoline,RED,GRAY,Used,26736,23 city / 30 hwy,Suv,False,False,False,False,False
2017 Ford Focus SEL,$14099,22k Miles,Santa Ana CA,?,0%,33,$0,SEL,Automatic,2.0L 4 Cylinders,FWD,1FADP3H21HL254997,Flex fuel,Magnetic Metallic,Charcoal Black,Used,22140,26 city / 36 hwy,Sedan,False,False,False,False,False
2017 Chevrolet Bolt EV LT,$17799,34k Miles,Santa Ana CA,?,14%,17,$0,LT,Automatic,0 Cylinders,FWD,1G1FW6S01H4167330,Electric,Summit White,Dark Galvanized/Sky Cool Gray,Used,34065,128 city / 110 hwy,Hatchback,False,False,False,False,False
2018 Chevrolet Malibu LT,$13999,50k Miles,Santa Ana CA,?,0%,17,$0,LT,Automatic,1.5L 4 Cylinders,FWD,1G1ZD5ST3JF138364,Gasoline,Mosaic Black Metallic,Jet Black,Used,50307,27 city / 36 hwy,Sedan,False,False,False,True,False
2004 Chevrolet SSR LS,$20099,43k Miles,Santa Ana CA,Hot Car,6%,33,$0,LS,Automatic,5.3L 8 Cylinders,RWD,1GCES14P44B106796,Gasoline,Redline Red,Ebony,Used,43066,14 city / 18 hwy,Pickup,False,True,False,True,False
2016 Nissan LEAF SL,$10999,23k Miles,Santa Ana CA,?,28%,340,-$2500,SL,Automatic,0 Cylinders,FWD,1N4BZ0CP1GC311555,Electric,Super Black,Black,Used,22877,124 city / 101 hwy,Hatchback,True,True,False,False,True
2018 Chrysler Pacifica Limited,$22599,47k Miles,Santa Ana CA,?,5%,30,$0,Limited,Automatic,3.6L 6 Cylinders,FWD,2C4RC1GG4JR314264,Gasoline,Billet Silver Metallic Clearcoat,Black/Alloy/Black,Used,47082,18 city / 28 hwy,Van,False,True,False,False,False
2012 Ford Flex Limited,$12599,89k Miles,Santa Ana CA,?,16%,22,$0,Limited,Automatic,3.5L 6 Cylinders,AWD,2FMHK6DT1CBD05056,Gasoline,Ingot Silver Metallic,Medium Light Stone,Used,88969,16 city / 22 hwy,Wagon,False,True,False,False,False
2017 Ford Fusion Energi SE Luxury,$13499,75k Miles,Santa Ana CA,?,11%,58,$0,SE Luxury,Automatic,2.0L 4 Cylinders,FWD,3FA6P0PUXHR306137,Plug-in hybrid,BLACK,BLACK,Used,74983,43 city / 41 hwy,Sedan,False,False,False,False,False
2018 Nissan Versa S Plus,$8599,34k Miles,Santa Ana CA,?,22%,106,-$500,S Plus,Automatic,1.6L 4 Cylinders,FWD,3N1CN7AP9JL861297,Gasoline,Fresh Powder,Charcoal,Used,33795,31 city / 39 hwy,Sedan,False,False,False,False,False
2017 Ford Focus SEL,$11999,21k Miles,Azusa CA,?,15%,9,$0,SEL,Automatic,2.0L 4 Cylinders,FWD,1FADP3H24HL258185,Flex fuel,Gray,Charcoal Black,Used,21357,26 city / 36 hwy,Sedan,False,False,False,False,False
2017 Chevrolet Volt LT,$14899,31k Miles,Azusa CA,?,16%,381,-$1200,LT,Automatic,1.5L 4 Cylinders,FWD,1G1RC6S57HU108333,Plug-in hybrid,Kinetic Blue Metallic,Jet Black/Jet Black,Used,30987,43 city / 42 hwy,Hatchback,False,True,False,False,False
2017 Nissan Altima 2.5 SR,$12199,46k Miles,Azusa CA,?,18%,52,-$300,2.5 SR,Automatic,2.5L 4 Cylinders,FWD,1N4AL3AP0HC470781,Gasoline,Gun Metallic,Sport Interior,Used,46131,26 city / 37 hwy,Sedan,False,False,False,False,False
2017 Nissan Altima 2.5 SV,$11699,53k Miles,Azusa CA,?,17%,52,-$300,2.5 SV,Automatic,2.5L 4 Cylinders,FWD,1N4AL3APXHC124706,Gasoline,Brilliant Silver,Charcoal,Used,53496,27 city / 39 hwy,Sedan,True,False,False,False,False
2017 Nissan Rogue S,$12299,57k Miles,Azusa CA,?,13%,52,-$200,S,Automatic,2.5L 4 Cylinders,FWD,JN8AT2MT7HW135873,Gasoline,Glacier White,Charcoal,Used,57100,26 city / 33 hwy,Wagon,False,False,False,False,False
2017 Chevrolet Bolt EV LT,$17499,51k Miles,Stanton CA,?,0%,38,$0,LT,Automatic,0 Cylinders,FWD,1G1FW6S07H4146241,Electric,Arctic Blue Metallic,Dark Galvanized/Sky Cool Gray,Used,50563,128 city / 110 hwy,Hatchback,False,False,False,False,False
2018 Ford Fusion Energi SE Luxury,$15099,38k Miles,Stanton CA,?,16%,44,$0,SE Luxury,Automatic,2.0L 4 Cylinders,FWD,3FA6P0PU8JR150427,Plug-in hybrid,Ruby Red Metallic Tinted Clearcoat,Medium Light Stone,Used,37561,43 city / 41 hwy,Sedan,False,True,True,False,False
2018 Nissan Sentra SR,$14099,23k Miles,Stanton CA,?,5%,24,$0,SR,Automatic,1.8L 4 Cylinders,FWD,3N1AB7AP0JY279804,Gasoline,Super Black,Charcoal,Used,22943,29 city / 37 hwy,Sedan,False,False,False,False,False
2011 Toyota Prius One,$10099,75k Miles,Stanton CA,Hot Car,1%,183,-$800,One,Automatic,1.8L 4 Cylinders,FWD,JTDKN3DU5B0283426,Hybrid,Black,BEIGE,Used,75299,51 city / 48 hwy,Hatchback,True,True,False,False,False
2017 Hyundai Elantra SE,$11099,37k Miles,Stanton CA,?,11%,85,-$700,SE,Automatic,2.0L 4 Cylinders,FWD,KMHD74LF9HU415595,Gasoline,Molten Silver,Gray,Used,36963,29 city / 38 hwy,Sedan,False,False,False,False,False
2017 Smart fortwo electric drive passion,$10099,32k Miles,Stanton CA,?,34%,74,-$600,passion,Automatic,0 Cylinders,RWD,WMEFJ9BAXHK235752,Electric,RED,BLACK,Used,32046,124 city / 94 hwy,Hatchback,False,False,False,False,False
2018 Chevrolet Malibu LT,$15999,40k Miles,Stanton CA,?,6%,11,$0,LT,Automatic,1.5L 4 Cylinders,FWD,1G1ZD5ST6JF268770,Gasoline,Summit White,Jet Black,Used,40315,27 city / 36 hwy,Sedan,False,False,False,False,False
2018 Toyota Corolla LE,$12799,59k Miles,Stanton CA,?,0%,65,$0,LE,Automatic,1.8L 4 Cylinders,FWD,2T1BURHE2JC068759,Gasoline,Black Sand Pearl,BLACK,Used,59411,28 city / 35 hwy,Sedan,False,False,False,False,False
2017 Honda HR-V LX,$16099,23k Miles,Stanton CA,?,8%,51,$0,LX,Automatic,1.8L 4 Cylinders,FWD,3CZRU5H33HG701110,Gasoline,Crystal Black Pearl,BLACK,Used,23021,28 city / 34 hwy,Wagon,False,False,False,False,False
2018 Kia Forte LX,$10899,36k Miles,Stanton CA,?,12%,65,$0,LX,Automatic,2.0L 4 Cylinders,FWD,3KPFK4A70JE180399,Gasoline,Garnet Red,Black,Used,35805,29 city / 37 hwy,Sedan,False,False,False,False,False
2018 Nissan Sentra S,$9599,56k Miles,Stanton CA,?,14%,71,-$300,S,Automatic,1.8L 4 Cylinders,FWD,3N1AB7AP5JY245454,Gasoline,Brilliant Silver,Charcoal,Used,55710,29 city / 37 hwy,Sedan,False,False,False,False,False
2017 Subaru Legacy 2.5i Premium,$15099,27k Miles,Stanton CA,?,17%,65,$0,2.5i Premium,Automatic,2.5L 4 Cylinders,AWD,4S3BNAD67H3008380,Gasoline,Lapis Blue Pearl,Warm Ivory,Used,27122,25 city / 34 hwy,Sedan,False,True,True,False,False
2017 Kia Optima LX,$12099,77k Miles,Stanton CA,?,6%,31,$0,LX,Automatic,2.4L 4 Cylinders,FWD,5XXGT4L30HG130177,Gasoline,Horizon Blue,Beige,Used,77111,24 city / 34 hwy,Sedan,False,False,False,False,False
2016 Audi A3 1.8T Premium,$13099,68k Miles,Stanton CA,?,9%,52,$0,1.8T Premium,Automatic,1.8L 4 Cylinders,FWD,WAUA7GFF8G1060100,Gasoline,BLUE,BLACK,Used,67853,23 city / 33 hwy,Sedan,False,True,True,False,False
2016 Jeep Patriot Sport,$10899,49k Miles,Stanton CA,?,15%,18,$0,Sport,Automatic,2.4L 4 Cylinders,FWD,1C4NJPBB7GD677608,Gasoline,Granite Crystal Metallic Clearcoat,Dark Slate Gray,Used,49475,?,Suv,False,False,False,False,False
2013 Ford Edge SEL,$11599,69k Miles,Stanton CA,?,26%,8,$0,SEL,Automatic,3.5L 6 Cylinders,FWD,2FMDK3JCXDBB90668,Gasoline,Mineral Gray Metallic,Charcoal Black,Used,69458,19 city / 27 hwy,Suv,False,False,False,False,False
2015 Toyota Corolla L,$12099,77k Miles,Stanton CA,?,8%,158,-$1000,L,Automatic,1.8L 4 Cylinders,FWD,2T1BURHE0FC462574,Gasoline,Black Sand Mica,Amber/Black,Used,76661,27 city / 36 hwy,Sedan,False,False,True,False,False
2015 Toyota Camry XLE,$13799,57k Miles,Stanton CA,?,7%,162,-$800,XLE,Automatic,2.5L 4 Cylinders,FWD,4T1BF1FK9FU945791,Gasoline,BLACK,BLACK,Used,57499,25 city / 35 hwy,Sedan,False,False,False,False,False
2012 Toyota Prius One,$11599,67k Miles,Stanton CA,?,9%,164,-$1000,One,Automatic,1.8L 4 Cylinders,FWD,JTDKN3DU0C1609290,Hybrid,GRAY,BLACK,Used,67290,51 city / 48 hwy,Hatchback,True,True,False,False,True
2014 Honda Civic EX-L,$13399,77k Miles,Stanton CA,?,5%,46,$0,EX-L,Automatic,1.8L 4 Cylinders,FWD,19XFB2F90EE216953,Gasoline,White Orchid Pearl,Black,Used,77062,30 city / 39 hwy,Sedan,False,True,False,False,False
2018 Nissan Altima 2.5 SR,$16399,23k Miles,Stanton CA,?,9%,16,$0,2.5 SR,Automatic,2.5L 4 Cylinders,FWD,1N4AL3AP8JC238984,Gasoline,Pearl White,Sport Interior,Used,22891,26 city / 37 hwy,Sedan,False,False,False,False,False
2017 Toyota Camry Hybrid XLE,$16399,65k Miles,Stanton CA,Hot Car,8%,46,$0,XLE,Automatic,2.5L 4 Cylinders,FWD,4T1BD1FKXHU215977,Hybrid,Cosmic Gray Mica,BLACK,Used,64524,40 city / 37 hwy,Sedan,False,True,False,False,False
2016 Toyota Camry SE,$12099,75k Miles,Stanton CA,?,10%,58,$0,SE,Automatic,2.5L 4 Cylinders,FWD,4T1BF1FK6GU134936,Gasoline,Celestial Silver Metallic,Black,Used,75250,25 city / 35 hwy,Sedan,False,False,False,False,False
2016 Buick Encore Base,$13099,35k Miles,Stanton CA,?,10%,67,$0,Base,Automatic,1.4L 4 Cylinders,FWD,KL4CJASB7GB706227,Gasoline,Carbon Black Metallic,Ebony,Used,34880,28 city / 34 hwy,Suv,False,True,False,False,False
2018 Kia Soul +,$13099,33k Miles,Stanton CA,?,6%,23,$0,+,Automatic,2.0L 4 Cylinders,FWD,KNDJP3A56J7576115,Gasoline,Bright Silver,Black,Used,33157,25 city / 30 hwy,Wagon,False,False,False,False,False
2017 Honda Accord LX,$14988,40k Miles,Placentia CA,Hot Car,6%,39,$0,LX,Automatic,2.4L 4 Cylinders,FWD,1HGCR2F37HA244171,Gasoline,Crystal Black Pearl,Black,Used,40280,27 city / 36 hwy,Sedan,False,True,False,False,False
2017 Volkswagen Golf 1.8T S,$14988,20k Miles,Placentia CA,?,8%,39,$0,1.8T S,Automatic,1.8L 4 Cylinders,FWD,3VW217AU1HM016746,Gasoline,Pure White,Titan Black,Used,19735,25 city / 35 hwy,Hatchback,False,True,True,False,False
2019 Toyota Camry XSE V6,$26988,24k Miles,Placentia CA,?,9%,64,$0,XSE V6,Automatic,3.5L 6 Cylinders,FWD,4T1BZ1HK7KU507463,Gasoline,Celestial Silver Metallic,Black,Used,23717,22 city / 32 hwy,Sedan,True,True,True,True,False
2018 Mercedes-Benz GLC GLC 300,$24388,21k Miles,Placentia CA,Hot Car,28%,109,+$400,GLC 300,Automatic,2.0L 4 Cylinders,RWD,WDC0G4JBXJF439895,Gasoline,Polar White,Silk Beige/Black,Used,21050,22 city / 28 hwy,Suv,False,True,False,True,False
2018 Volkswagen Jetta 2.0T GLI,$17599,17k Miles,Montclair CA,?,17%,52,$0,2.0T GLI,Automatic,2.0L 4 Cylinders,FWD,3VW4T7AJ6JM216035,Gasoline,White Silver Metallic,Titan Black,Used,17063,24 city / 33 hwy,Sedan,False,True,True,False,False
2016 Volkswagen Jetta 1.8T SEL PZEV,$12999,45k Miles,Montclair CA,?,6%,9,$0,1.8T SEL PZEV,Automatic,1.8L 4 Cylinders,FWD,3VWL17AJ6GM363756,Gasoline,Pure White,BEIGE,Used,44733,25 city / 36 hwy,Sedan,False,True,True,False,False
2016 Infiniti Q50 3.0T Premium,$19099,37k Miles,Montclair CA,?,11%,11,$0,3.0T Premium,Automatic,3.0L 6 Cylinders,RWD,JN1EV7AP0GM306147,Gasoline,Liquid Platinum,Graphite,Used,36883,19 city / 28 hwy,Sedan,True,True,True,False,False
2012 Jaguar XF Base,$13999,69k Miles,Montclair CA,Hot Car,16%,9,$0,Base,Automatic,5.0L 8 Cylinders,RWD,SAJWA0FB7CLS54471,Gasoline,Dk. Blue,Dove/Warm Charcoal,Used,69146,16 city / 23 hwy,Sedan,True,True,True,True,False
2017 Chevrolet Volt Premier,$18799,29k Miles,Montclair CA,?,14%,17,$0,Premier,Automatic,1.5L 4 Cylinders,FWD,1G1RD6S59HU140195,Plug-in hybrid,Summit White,Jet Black/Jet Black,Used,29220,43 city / 42 hwy,Hatchback,False,True,False,False,False
2017 Honda Accord EX,$17899,34k Miles,Montclair CA,?,2%,40,$0,EX,Automatic,2.4L 4 Cylinders,FWD,1HGCR2F78HA164610,Gasoline,BLACK,BLACK,Used,33918,27 city / 36 hwy,Sedan,False,False,True,False,False
2017 Kia Forte LX,$12099,17k Miles,Montclair CA,?,8%,22,$0,LX,Automatic,2.0L 4 Cylinders,FWD,3KPFK4A77HE013418,Gasoline,Clear White,Gray,Used,16707,25 city / 33 hwy,Sedan,True,False,False,False,False
2017 Nissan Sentra SR,$10599,58k Miles,Montclair CA,?,12%,65,$0,SR,Automatic,1.8L 4 Cylinders,FWD,3N1AB7AP7HY250049,Gasoline,Gun Metallic,Charcoal,Used,57759,29 city / 37 hwy,Sedan,False,False,False,False,False
2017 Nissan Versa 1.6 SV,$8999,51k Miles,Montclair CA,?,11%,58,$0,1.6 SV,Automatic,1.6L 4 Cylinders,FWD,3N1CN7AP5HL847858,Gasoline,Super Black,Charcoal,Used,50541,31 city / 39 hwy,Sedan,False,False,False,False,False
2016 Lexus LS 460 L,$38099,21k Miles,Montclair CA,?,30%,193,-$3500,L,Automatic,4.6L 8 Cylinders,RWD,JTHGL5EF3G5056204,Gasoline,SILVER,BEIGE,Used,20941,16 city / 24 hwy,Sedan,False,True,True,False,False
2019 Audi A4 2.0T quattro Premium Plus,$32099,6k Miles,Montclair CA,?,14%,17,$0,2.0T quattro Premium Plus,Automatic,2.0L 4 Cylinders,AWD,WAUENAF41KA007752,Gasoline,Monsoon Gray Metallic,Black,Used,6104,23 city / 34 hwy,Sedan,False,True,True,False,False
2016 BMW 5 Series 535i,$20099,31k Miles,Montclair CA,Hot Car,32%,158,-$1000,535i,Automatic,3.0L 6 Cylinders,RWD,WBA5B1C5XGG554335,Gasoline,Dark Graphite Metallic,BLACK,Used,31178,20 city / 31 hwy,Sedan,True,True,True,False,False
2017 Mercedes-Benz C-Class C 300 4MATIC,$32099,15k Miles,Montclair CA,?,3%,10,$0,C 300 4MATIC,Automatic,2.0L 4 Cylinders,AWD,WDDWJ4KB9HF539633,Gasoline,Black,Black,Used,14795,23 city / 29 hwy,Coupe,True,True,True,False,False
2019 Jeep Cherokee Latitude,$15799,29k Miles,Montclair CA,Hot Car,13%,45,-$2192,Latitude,Automatic,2.4L 4 Cylinders,FWD,1C4PJLCB0KD135890,Gasoline,Diamond Black Crystal Pearlcoat,Black,Used,28772,22 city / 31 hwy,Suv,False,False,False,False,False
2019 Ford Escape SEL,$19099,3k Miles,Montclair CA,?,25%,30,$0,SEL,Automatic,1.5L 4 Cylinders,FWD,1FMCU0HD3KUB61765,Gasoline,Ingot Silver Metallic,BLACK,Used,3476,23 city / 30 hwy,Suv,False,True,False,False,False
2017 Chevrolet Bolt EV LT,$17999,28k Miles,Montclair CA,?,18%,10,$0,LT,Automatic,0 Cylinders,FWD,1G1FW6S06H4131276,Electric,Summit White,Dark Galvanized/Sky Cool Gray,Used,27864,128 city / 110 hwy,Hatchback,False,True,False,False,False
2017 Honda Accord Sport,$16699,33k Miles,Santa Ana CA,Hot Car,11%,79,$0,Sport,Automatic,2.4L 4 Cylinders,FWD,1HGCR2F57HA156464,Gasoline,WHITE,BLACK,Used,32527,26 city / 34 hwy,Sedan,False,True,False,False,False
2017 Honda Accord EX-L,$18599,17k Miles,Montclair CA,?,15%,30,$0,EX-L,Automatic,2.4L 4 Cylinders,FWD,1HGCR2F80HA105947,Gasoline,GREY,BLACK,Used,17465,27 city / 36 hwy,Sedan,False,True,True,False,False
2019 Honda Pilot EX-L,$32999,17k Miles,Downey CA,?,1%,31,$0,EX-L,Automatic,3.5L 6 Cylinders,AWD,5FNYF6H58KB032722,Gasoline,White Diamond Pearl,Black,Used,16516,18 city / 26 hwy,Suv,False,False,False,False,False
2017 Kia Optima EX,$14999,12k Miles,Downey CA,?,24%,25,$0,EX,Automatic,2.4L 4 Cylinders,FWD,5XXGU4L37HG131520,Gasoline,Sparkling Silver,Black,Used,12139,24 city / 34 hwy,Sedan,False,True,False,False,False
2017 Infiniti Q50 2.0T Premium,$20999,36k Miles,Downey CA,?,1%,52,$0,2.0T Premium,Automatic,2.0L 4 Cylinders,AWD,JN1CV7AR4HM680030,Gasoline,Black Obsidian,Graphite,Used,36167,22 city / 28 hwy,Sedan,False,True,False,False,False
